record_id,blast_target_id,blast_evalue,blast_bitscore,blast_alignment_length,blast_identity_pct,blast_identity_frac,nhmmer_target_id,nhmmer_evalue,nhmmer_bitscore,nhmmer_alignment_length,nhmmer_identity_frac,nhmmer_identity_pct,best_tool,best_target_id,best_evalue,best_bitscore,best_alignment_length,best_identity_frac,best_identity_pct,has_hit,novelty_category
eva_sample_184,,,,,,,LHQN01025588.1/542-101,0.00014,28.0,298.0,0.54,54.0,nhmmer,LHQN01025588.1/542-101,0.00014,28.0,298.0,0.54,54.0,True,remote_homolog
eva_sample_185,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_186,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_187,MFNE01000016.1/26349-26751,2.48e-06,55.4,35.0,94.286,0.94286,CP002987.1/1998322-1998721,5.3e-05,29.6,400.0,0.6753246753246753,67.53246753246754,blastn,MFNE01000016.1/26349-26751,2.48e-06,55.4,35.0,0.94286,94.286,True,identical_near
eva_sample_188,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_189,AADN04005945.1/3892-8370,0.025,43.7,38.0,86.842,0.86842,CBUU010001125.1/615-940,0.0029,23.7,261.0,0.41833333333333333,41.833333333333336,blastn,AADN04005945.1/3892-8370,0.025,43.7,38.0,0.86842,86.842,True,remote_homolog
eva_sample_190,CP000679.1/1245181-1244816,0.005,45.5,27.0,96.296,0.96296,,,,,,,blastn,CP000679.1/1245181-1244816,0.005,45.5,27.0,0.96296,96.296,True,identical_near
eva_sample_191,,,,,,,CBUX010018447.1/873-1142,2.9e-19,76.1,253.0,0.34,34.0,nhmmer,CBUX010018447.1/873-1142,2.9e-19,76.1,253.0,0.34,34.0,True,remote_homolog
eva_sample_192,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_193,AAPE02019447.1/24894-24998,0.087,41.0,22.0,100.0,1.0,,,,,,,blastn,AAPE02019447.1/24894-24998,0.087,41.0,22.0,1.0,100.0,True,identical_near
eva_sample_194,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_195,,,,,,,CBUT010040136.1/1854-2168,0.0008,24.8,154.0,0.2683333333333333,26.833333333333332,nhmmer,CBUT010040136.1/1854-2168,0.0008,24.8,154.0,0.2683333333333333,26.833333333333332,True,remote_homolog
eva_sample_196,,,,,,,LHQN01025588.1/542-101,0.0054,22.7,329.0,0.555,55.50000000000001,nhmmer,LHQN01025588.1/542-101,0.0054,22.7,329.0,0.555,55.50000000000001,True,remote_homolog
eva_sample_197,LHQN01009145.1/1669-1225,0.000167,50.0,68.0,76.471,0.76471,LHQN01025588.1/542-101,6.5e-05,28.9,127.0,0.5533333333333333,55.333333333333336,blastn,LHQN01009145.1/1669-1225,0.000167,50.0,68.0,0.76471,76.471,True,remote_homolog
eva_sample_198,JJOQ01044010.1/5882-6013,0.087,41.9,30.0,90.0,0.9,,,,,,,blastn,JJOQ01044010.1/5882-6013,0.087,41.9,30.0,0.9,90.0,True,identical_near
eva_sample_199,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_200,,,,,,,HG723330.1/39-314,0.00025,27.0,221.0,0.38666666666666666,38.666666666666664,nhmmer,HG723330.1/39-314,0.00025,27.0,221.0,0.38666666666666666,38.666666666666664,True,remote_homolog
eva_sample_201,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_202,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_203,,,,,,,LHQN01025588.1/542-101,7.3e-14,58.4,313.0,0.5066666666666667,50.66666666666667,nhmmer,LHQN01025588.1/542-101,7.3e-14,58.4,313.0,0.5066666666666667,50.66666666666667,True,remote_homolog
eva_sample_204,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_205,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_206,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_207,,,,,,,CBUT010017439.1/2121-2375,0.00031,26.8,220.0,0.355,35.5,nhmmer,CBUT010017439.1/2121-2375,0.00031,26.8,220.0,0.355,35.5,True,remote_homolog
eva_sample_208,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_209,MHQR01000014.1/44144-43781,0.001,47.3,28.0,96.429,0.96429,MGVD01000143.1/12424-12776,0.021,21.5,351.0,0.6410958904109589,64.10958904109589,blastn,MHQR01000014.1/44144-43781,0.001,47.3,28.0,0.96429,96.429,True,identical_near
eva_sample_210,MSXP01000007.1/245718-245351,2.03e-08,63.5,37.0,97.297,0.97297,LAJX01000120.1/9715-9339,0.00066,26.0,376.0,0.5943600867678959,59.436008676789584,blastn,MSXP01000007.1/245718-245351,2.03e-08,63.5,37.0,0.97297,97.297,True,identical_near
eva_sample_211,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_212,LMPO01000001.1/191440-191367,0.066,41.9,30.0,90.0,0.9,,,,,,,blastn,LMPO01000001.1/191440-191367,0.066,41.9,30.0,0.9,90.0,True,identical_near
eva_sample_213,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_214,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_215,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_216,CP002659.1/640610-640987,0.001,46.4,25.0,100.0,1.0,JH370372.1/791922-792323,0.0017,25.4,399.0,0.7363636363636363,73.63636363636363,blastn,CP002659.1/640610-640987,0.001,46.4,25.0,1.0,100.0,True,identical_near
eva_sample_217,CP014206.1/2703768-2704152,0.000341,49.1,34.0,91.176,0.91176,ADZZ01000613.1/8360-8004,0.00025,27.8,356.0,0.6852367688022284,68.52367688022284,blastn,CP014206.1/2703768-2704152,0.000341,49.1,34.0,0.91176,91.176,True,identical_near
eva_sample_218,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_219,CM000871.1/51117349-51117076,0.025,42.8,70.0,72.857,0.7285699999999999,,,,,,,blastn,CM000871.1/51117349-51117076,0.025,42.8,70.0,0.7285699999999999,72.857,True,remote_homolog
eva_sample_220,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_221,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_222,,,,,,,MLAU01031979.1/1-1415,9.9e-10,44.1,251.0,0.8483333333333334,84.83333333333334,nhmmer,MLAU01031979.1/1-1415,9.9e-10,44.1,251.0,0.8483333333333334,84.83333333333334,True,remote_homolog
eva_sample_223,CM000864.1/38470203-38470500,0.087,41.0,37.0,83.784,0.83784,,,,,,,blastn,CM000864.1/38470203-38470500,0.087,41.0,37.0,0.83784,83.784,True,remote_homolog
eva_sample_224,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_225,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_226,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_227,KI391948.1/376229-376596,0.002,46.4,25.0,100.0,1.0,LHQN01025588.1/542-101,0.00079,25.9,350.0,0.5266666666666666,52.666666666666664,blastn,KI391948.1/376229-376596,0.002,46.4,25.0,1.0,100.0,True,identical_near
eva_sample_228,,,,,,,AAIZ01025266.1/932-1,0.0025,23.6,56.0,0.72,72.0,nhmmer,AAIZ01025266.1/932-1,0.0025,23.6,56.0,0.72,72.0,True,remote_homolog
eva_sample_229,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_230,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_231,,,,,,,LHQN01009145.1/1669-1225,4.4e-05,29.7,342.0,0.525,52.5,nhmmer,LHQN01009145.1/1669-1225,4.4e-05,29.7,342.0,0.525,52.5,True,remote_homolog
eva_sample_232,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_233,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_234,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_235,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_236,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_237,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_238,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_239,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_240,AAAA02043629.1/984-1362,0.051,41.9,25.0,96.0,0.96,,,,,,,blastn,AAAA02043629.1/984-1362,0.051,41.9,25.0,0.96,96.0,True,identical_near
eva_sample_241,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_242,,,,,,,LHQN01025588.1/542-101,4.4e-05,29.8,314.0,0.5433333333333333,54.333333333333336,nhmmer,LHQN01025588.1/542-101,4.4e-05,29.8,314.0,0.5433333333333333,54.333333333333336,True,remote_homolog
eva_sample_243,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_244,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_245,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_246,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_247,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_248,CP014206.1/2703768-2704152,5.2e-08,60.8,33.0,100.0,1.0,LJCO01000008.1/307052-307429,6.7e-05,29.8,378.0,0.6974063400576369,69.7406340057637,blastn,CP014206.1/2703768-2704152,5.2e-08,60.8,33.0,1.0,100.0,True,identical_near
eva_sample_249,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_250,CP011509.1/2749919-2749414,0.087,41.0,39.0,84.615,0.84615,,,,,,,blastn,CP011509.1/2749919-2749414,0.087,41.0,39.0,0.84615,84.615,True,remote_homolog
eva_sample_251,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_252,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_253,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_254,,,,,,,JXUM01084170.1/9086-8806,1.5e-09,44.2,262.0,0.36833333333333335,36.833333333333336,nhmmer,JXUM01084170.1/9086-8806,1.5e-09,44.2,262.0,0.36833333333333335,36.833333333333336,True,remote_homolog
eva_sample_255,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_256,LGFR01000032.1/1897-2249,0.087,41.0,34.0,88.235,0.88235,,,,,,,blastn,LGFR01000032.1/1897-2249,0.087,41.0,34.0,0.88235,88.235,True,remote_homolog
eva_sample_257,JOKH01000004.1/334631-334219,0.087,41.0,27.0,92.593,0.92593,,,,,,,blastn,JOKH01000004.1/334631-334219,0.087,41.0,27.0,0.92593,92.593,True,identical_near
eva_sample_258,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_259,CM000418.1/6799043-6799114,0.000731,44.6,24.0,100.0,1.0,,,,,,,blastn,CM000418.1/6799043-6799114,0.000731,44.6,24.0,1.0,100.0,True,identical_near
eva_sample_260,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_261,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_262,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_263,NBME01000077.1/6004-5899,2.23e-05,51.8,28.0,100.0,1.0,KM652554.1/97949-98233,0.047,20.9,282.0,0.6541095890410958,65.41095890410958,blastn,NBME01000077.1/6004-5899,2.23e-05,51.8,28.0,1.0,100.0,True,identical_near
eva_sample_264,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_265,,,,,,,MLAU01031979.1/1-1415,0.074,18.4,215.0,0.7633333333333333,76.33333333333333,nhmmer,MLAU01031979.1/1-1415,0.074,18.4,215.0,0.7633333333333333,76.33333333333333,True,remote_homolog
eva_sample_266,,,,,,,LGKD01538918.1/2828-2408,0.00012,28.2,178.0,0.4533333333333333,45.33333333333333,nhmmer,LGKD01538918.1/2828-2408,0.00012,28.2,178.0,0.4533333333333333,45.33333333333333,True,remote_homolog
eva_sample_267,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_268,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_269,,,,,,,MLAU01031979.1/1-1415,2e-16,66.8,298.0,0.7416666666666667,74.16666666666667,nhmmer,MLAU01031979.1/1-1415,2e-16,66.8,298.0,0.7416666666666667,74.16666666666667,True,remote_homolog
eva_sample_270,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_271,CBUT010041652.1/651-373,0.025,43.7,66.0,74.242,0.7424200000000001,,,,,,,blastn,CBUT010041652.1/651-373,0.025,43.7,66.0,0.7424200000000001,74.242,True,remote_homolog
eva_sample_272,CP001819.1/2800627-2800260,0.087,41.0,27.0,92.593,0.92593,,,,,,,blastn,CP001819.1/2800627-2800260,0.087,41.0,27.0,0.92593,92.593,True,identical_near
eva_sample_273,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_274,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_275,MLAY01000008.1/446815-446742,0.000192,49.1,34.0,91.176,0.91176,,,,,,,blastn,MLAY01000008.1/446815-446742,0.000192,49.1,34.0,0.91176,91.176,True,identical_near
eva_sample_276,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_277,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_278,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_279,,,,,,,LHQN01009145.1/1669-1225,1.3e-21,82.8,393.0,0.31166666666666665,31.166666666666664,nhmmer,LHQN01009145.1/1669-1225,1.3e-21,82.8,393.0,0.31166666666666665,31.166666666666664,True,remote_homolog
eva_sample_280,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_281,,,,,,,CP004371.1/4537287-4537658,0.047,19.9,170.0,0.6710875331564987,67.10875331564988,nhmmer,CP004371.1/4537287-4537658,0.047,19.9,170.0,0.6710875331564987,67.10875331564988,True,remote_homolog
eva_sample_282,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_283,,,,,,,CM008316.1/27496465-27496719,1.5e-09,44.0,234.0,0.37,37.0,nhmmer,CM008316.1/27496465-27496719,1.5e-09,44.0,234.0,0.37,37.0,True,remote_homolog
eva_sample_284,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_285,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_286,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_287,,,,,,,LHQN01009145.1/1669-1225,7.8e-23,87.4,415.0,0.51,51.0,nhmmer,LHQN01009145.1/1669-1225,7.8e-23,87.4,415.0,0.51,51.0,True,remote_homolog
eva_sample_288,AAFX01088509.1/935-572,1.92e-07,59.0,32.0,100.0,1.0,JAQV02000015.1/52806-52442,3.8e-05,30.7,363.0,0.6712328767123288,67.12328767123287,blastn,AAFX01088509.1/935-572,1.92e-07,59.0,32.0,1.0,100.0,True,identical_near
eva_sample_289,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_290,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_291,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_292,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_293,,,,,,,HG723330.1/311-12,5.4e-09,42.4,266.0,0.36,36.0,nhmmer,HG723330.1/311-12,5.4e-09,42.4,266.0,0.36,36.0,True,remote_homolog
eva_sample_294,MKKH01000078.1/2180-5285,0.087,41.0,37.0,83.784,0.83784,,,,,,,blastn,MKKH01000078.1/2180-5285,0.087,41.0,37.0,0.83784,83.784,True,remote_homolog
eva_sample_295,,,,,,,CBUT010045663.1/638-351,5.4e-05,29.0,217.0,0.3983333333333333,39.83333333333333,nhmmer,CBUT010045663.1/638-351,5.4e-05,29.0,217.0,0.3983333333333333,39.83333333333333,True,remote_homolog
eva_sample_296,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_297,,,,,,,GL378071.1/4852-2865,6.8e-28,104.2,176.0,0.915,91.5,nhmmer,GL378071.1/4852-2865,6.8e-28,104.2,176.0,0.915,91.5,True,identical_near
eva_sample_298,FR887727.1/118245-118596,7.77e-06,54.5,32.0,96.875,0.96875,JH414706.1/1298391-1298739,1e-05,32.5,345.0,0.6848137535816619,68.48137535816619,blastn,FR887727.1/118245-118596,7.77e-06,54.5,32.0,0.96875,96.875,True,identical_near
eva_sample_299,MFGS01000145.1/1-328,2.44e-06,55.4,42.0,90.476,0.90476,MHDO01000016.1/2712-3070,2.1e-05,31.4,359.0,0.6569920844327177,65.69920844327177,blastn,MFGS01000145.1/1-328,2.44e-06,55.4,42.0,0.90476,90.476,True,identical_near
eva_sample_300,CP003379.1/2948842-2949196,4.79e-05,51.8,35.0,94.286,0.94286,CP003379.1/2488321-2488675,0.0053,22.9,201.0,0.4633333333333333,46.33333333333333,blastn,CP003379.1/2948842-2949196,4.79e-05,51.8,35.0,0.94286,94.286,True,identical_near
eva_sample_301,JPFO01000020.1/74279-74385,0.087,41.9,32.0,90.625,0.90625,CBUU010000906.1/392-129,0.01,21.7,188.0,0.38,38.0,blastn,JPFO01000020.1/74279-74385,0.087,41.9,32.0,0.90625,90.625,True,identical_near
eva_sample_302,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_303,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_304,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_305,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_306,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_307,GK000011.2/40188155-40187758,0.007,45.5,49.0,81.633,0.81633,,,,,,,blastn,GK000011.2/40188155-40187758,0.007,45.5,49.0,0.81633,81.633,True,remote_homolog
eva_sample_308,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_309,AP013035.1/288584-288937,1.66e-08,63.5,44.0,93.182,0.93182,AFIG01000001.1/1635697-1635337,0.00021,27.8,359.0,0.6276041666666666,62.760416666666664,blastn,AP013035.1/288584-288937,1.66e-08,63.5,44.0,0.93182,93.182,True,identical_near
eva_sample_310,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_311,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_312,JH165063.1/55604-55262,1.63e-08,61.7,46.0,89.13,0.8913,CP019169.1/2811204-2810834,0.0008,27.6,71.0,0.904,90.4,nhmmer,CP019169.1/2811204-2810834,0.0008,27.6,71.0,0.904,90.4,True,identical_near
eva_sample_313,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_314,CP014943.1/3043131-3042783,7.89e-06,54.5,32.0,96.875,0.96875,MIAP01000112.1/1145-797,0.0015,25.2,338.0,0.6610169491525424,66.10169491525424,blastn,CP014943.1/3043131-3042783,7.89e-06,54.5,32.0,0.96875,96.875,True,identical_near
eva_sample_315,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_316,,,,,,,HG723330.1/311-12,2.3e-20,79.7,280.0,0.395,39.5,nhmmer,HG723330.1/311-12,2.3e-20,79.7,280.0,0.395,39.5,True,remote_homolog
eva_sample_317,,,,,,,LHQN01025588.1/542-101,3.5e-17,69.4,399.0,0.5766666666666667,57.666666666666664,nhmmer,LHQN01025588.1/542-101,3.5e-17,69.4,399.0,0.5766666666666667,57.666666666666664,True,remote_homolog
eva_sample_318,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_319,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_320,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_321,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_322,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_323,CAAE01014542.1/131191-131008,0.007,44.6,46.0,82.609,0.82609,,,,,,,blastn,CAAE01014542.1/131191-131008,0.007,44.6,46.0,0.82609,82.609,True,remote_homolog
eva_sample_324,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_325,,,,,,,LELH02000031.1/1-1493,0.0019,23.7,172.0,0.8283333333333334,82.83333333333334,nhmmer,LELH02000031.1/1-1493,0.0019,23.7,172.0,0.8283333333333334,82.83333333333334,True,remote_homolog
eva_sample_326,KK198756.1/4831681-4831768,0.025,43.7,26.0,96.154,0.96154,MLAU01031979.1/1-1415,7.6e-10,45.0,216.0,0.7716666666666666,77.16666666666666,blastn,KK198756.1/4831681-4831768,0.025,43.7,26.0,0.96154,96.154,True,identical_near
eva_sample_327,KI518165.1/55798-56145,0.007,45.5,27.0,96.296,0.96296,CBUT010059338.1/48-406,0.012,21.5,307.0,0.4633333333333333,46.33333333333333,blastn,KI518165.1/55798-56145,0.007,45.5,27.0,0.96296,96.296,True,identical_near
eva_sample_328,LGTC01000001.1/5090391-5090011,2.42e-06,55.4,37.0,94.595,0.94595,MEKR01000144.1/4750-5104,0.00042,27.1,354.0,0.6472148541114059,64.72148541114059,blastn,LGTC01000001.1/5090391-5090011,2.42e-06,55.4,37.0,0.94595,94.595,True,identical_near
eva_sample_329,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_330,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_331,MGPH01000027.1/21453-21839,0.087,41.9,25.0,96.0,0.96,MNUO01000079.1/9203-9592,0.015,21.2,206.0,0.47,47.0,blastn,MGPH01000027.1/21453-21839,0.087,41.9,25.0,0.96,96.0,True,identical_near
eva_sample_332,,,,,,,LHQN01009145.1/1669-1225,2.1e-32,118.9,401.0,0.55,55.00000000000001,nhmmer,LHQN01009145.1/1669-1225,2.1e-32,118.9,401.0,0.55,55.00000000000001,True,remote_homolog
eva_sample_333,CM000801.1/33200308-33200628,0.025,42.8,44.0,81.818,0.81818,,,,,,,blastn,CM000801.1/33200308-33200628,0.025,42.8,44.0,0.81818,81.818,True,remote_homolog
eva_sample_334,CP013656.1/2314191-2313834,0.000356,49.1,39.0,87.179,0.8717900000000001,FXWH01000001.1/1618199-1617841,0.028,21.2,357.0,0.6443850267379679,64.43850267379679,blastn,CP013656.1/2314191-2313834,0.000356,49.1,39.0,0.8717900000000001,87.179,True,remote_homolog
eva_sample_335,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_336,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_337,LQAA01000069.1/10493-10138,2.54e-10,68.9,45.0,93.333,0.93333,ADZZ01000613.1/8360-8004,0.0036,24.5,181.0,0.75,75.0,blastn,LQAA01000069.1/10493-10138,2.54e-10,68.9,45.0,0.93333,93.333,True,identical_near
eva_sample_338,LT607802.1/3012175-3011814,7.2e-07,58.1,39.0,92.308,0.9230800000000001,,,,,,,blastn,LT607802.1/3012175-3011814,7.2e-07,58.1,39.0,0.9230800000000001,92.308,True,identical_near
eva_sample_339,CBUU010022132.1/876-618,3.22e-07,59.9,136.0,71.324,0.71324,CBUT010022140.1/494-218,1.4e-32,119.9,265.0,0.39,39.0,blastn,CBUU010022132.1/876-618,3.22e-07,59.9,136.0,0.71324,71.324,True,remote_homolog
eva_sample_340,MNYQ01000015.1/26897-27255,1.29e-09,66.2,36.0,100.0,1.0,FUKX01000058.1/153376-153742,4.9e-05,30.4,364.0,0.673972602739726,67.3972602739726,blastn,MNYQ01000015.1/26897-27255,1.29e-09,66.2,36.0,1.0,100.0,True,identical_near
eva_sample_341,,,,,,,CBUU010012713.1/1719-1428,2.9e-17,69.0,187.0,0.425,42.5,nhmmer,CBUU010012713.1/1719-1428,2.9e-17,69.0,187.0,0.425,42.5,True,remote_homolog
eva_sample_342,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_343,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_344,,,,,,,LHQN01009145.1/1669-1225,0.00016,28.0,237.0,0.545,54.50000000000001,nhmmer,LHQN01009145.1/1669-1225,0.00016,28.0,237.0,0.545,54.50000000000001,True,remote_homolog
eva_sample_345,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_346,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_347,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_348,,,,,,,CM001488.1/1760594-1760947,0.02,21.9,353.0,0.6755952380952381,67.55952380952381,nhmmer,CM001488.1/1760594-1760947,0.02,21.9,353.0,0.6755952380952381,67.55952380952381,True,remote_homolog
eva_sample_349,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_350,CP000555.1/2388964-2388593,2.4e-06,55.4,30.0,100.0,1.0,CP000454.1/2985502-2985134,0.035,20.6,368.0,0.6764705882352942,67.64705882352942,blastn,CP000555.1/2388964-2388593,2.4e-06,55.4,30.0,1.0,100.0,True,identical_near
eva_sample_351,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_352,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_353,CBTJ020000071.1/156637-157004,1.85e-07,59.0,37.0,94.595,0.94595,JROS01000009.1/115046-115407,8e-05,29.4,362.0,0.6827195467422096,68.27195467422096,blastn,CBTJ020000071.1/156637-157004,1.85e-07,59.0,37.0,0.94595,94.595,True,identical_near
eva_sample_354,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_355,GL833122.1/2939988-2940083,0.087,41.0,32.0,87.5,0.875,,,,,,,blastn,GL833122.1/2939988-2940083,0.087,41.0,32.0,0.875,87.5,True,remote_homolog
eva_sample_356,CP002039.1/2687527-2687848,6.37e-08,60.8,33.0,100.0,1.0,CP001801.1/1530048-1530406,0.0034,23.7,171.0,0.6172248803827751,61.72248803827751,blastn,CP002039.1/2687527-2687848,6.37e-08,60.8,33.0,1.0,100.0,True,identical_near
eva_sample_357,CP000916.1/157231-156875,2.99e-06,55.4,30.0,100.0,1.0,MZGX01000022.1/671-236,0.0007,25.9,435.0,0.6579520697167756,65.79520697167756,blastn,CP000916.1/157231-156875,2.99e-06,55.4,30.0,1.0,100.0,True,identical_near
eva_sample_358,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_359,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_360,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_361,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_362,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_363,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_364,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_365,CP003230.1/1560742-1561117,0.000105,50.9,30.0,96.667,0.96667,,,,,,,blastn,CP003230.1/1560742-1561117,0.000105,50.9,30.0,0.96667,96.667,True,identical_near
eva_sample_366,CP000614.1/1042603-1042234,1.31e-09,66.2,41.0,95.122,0.95122,MHDQ01000224.1/14074-14438,4e-07,36.9,364.0,0.6937669376693767,69.37669376693766,blastn,CP000614.1/1042603-1042234,1.31e-09,66.2,41.0,0.95122,95.122,True,identical_near
eva_sample_367,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_368,JXSS01000116.1/5507-5860,0.000409,48.2,26.0,100.0,1.0,MEPT01000028.1/1919-1569,5.9e-05,29.4,351.0,0.6023529411764705,60.23529411764705,blastn,JXSS01000116.1/5507-5860,0.000409,48.2,26.0,1.0,100.0,True,identical_near
eva_sample_369,,,,,,,LHQN01025588.1/542-101,0.00071,25.4,383.0,0.495,49.5,nhmmer,LHQN01025588.1/542-101,0.00071,25.4,383.0,0.495,49.5,True,remote_homolog
eva_sample_370,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_371,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_372,AM270980.1/383721-383872,0.007,44.6,55.0,80.0,0.8,MLAU01031979.1/1-1415,1.4e-21,83.1,367.0,0.7466666666666667,74.66666666666667,blastn,AM270980.1/383721-383872,0.007,44.6,55.0,0.8,80.0,True,remote_homolog
eva_sample_373,BATI01000005.1/95273-95139,0.087,41.0,32.0,87.5,0.875,,,,,,,blastn,BATI01000005.1/95273-95139,0.087,41.0,32.0,0.875,87.5,True,remote_homolog
eva_sample_374,,,,,,,,,,,,,,,,,,,,False,no_hit
